  Julday year mn dd    Ta00    Ta03    Ta06    Ta09    Ta12    Ta15    Ta18    Ta21   Tamax   Tamin  RH00  RH03  RH06  RH09  RH12  RH15  RH18  RH21    Ts00    Ts03    Ts06    Ts09    Ts12    Ts15    Ts18    Ts21   Tsmax   Tsmin  NT00  NT03  NT06  NT09  NT12  NT15  NT18  NT21  NL00  NL03  NL06  NL09  NL12  NL15  NL18  NL21  vi00  vi03  vi06  vi09  vi12  vi15  vi18  vi21  vik00  vik03  vik06  vik09  vik12  vik15  vik18  vik21  RV00  RV12   slp00   slp03   slp06   slp09   slp12   slp15   slp18   slp21  WD00   W00  WD03   W03  WD06   W06  WD09   W09  WD12   W12  WD15   W15  WD18   W18  WD21   W21    hs  so00  so12
 2426768 1932  3  1   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426769 1932  3  2   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426770 1932  3  3   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426771 1932  3  4   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426772 1932  3  5   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426773 1932  3  6   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426774 1932  3  7   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426775 1932  3  8   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426776 1932  3  9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426777 1932  3 10   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426778 1932  3 11   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426779 1932  3 12   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426780 1932  3 13   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426781 1932  3 14   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426782 1932  3 15   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426783 1932  3 16   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
